,Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
6068,Microsoft,4428,Intel i5,64,1024,16.1,543,Linux,2.72,2018
6069,Lenovo,925,Intel i7,16,2048,17.1,1463,Windows 11,2.21,2021
6075,Lenovo,1439,Intel i7,32,2048,15.8,850,Windows 11,1.86,2022
6077,Acer,5765,Intel i5,32,512,15.4,1086,Linux,2.4,2018
6079,Acer,2740,Intel i5,32,256,15.7,950,Windows 10,1.93,2024
6080,HP,2530,AMD Ryzen 5,64,1024,16.3,1828,Linux,1.94,2022
6085,Lenovo,8950,AMD Ryzen 5,16,512,17.7,546,Linux,1.96,2020
6087,Acer,4951,AMD Ryzen 7,8,2048,16.8,700,Windows 11,2.1,2024
6088,Lenovo,2645,Intel i9,64,2048,13.8,1846,Windows 11,1.71,2018
6090,Apple,956,Apple M1,16,1024,17.3,868,macOS,1.25,2022
6092,Acer,4453,AMD Ryzen 7,8,1024,15.5,498,Linux,1.14,2024
6093,Lenovo,9534,AMD Ryzen 5,64,256,13.6,1877,Windows 11,1.96,2020
6095,Acer,1378,Intel i5,32,2048,15.4,730,Linux,2.0,2019
6096,Razer,3797,Intel i7,16,256,14.8,846,Windows 11,1.48,2024
6097,Asus,879,Intel i9,16,256,18.8,1192,Windows 11,1.1,2021
6098,Asus,1675,Intel i5,16,1024,15.1,1076,Windows 10,2.25,2021
6101,Asus,1029,AMD Ryzen 7,32,256,14.8,447,Windows 11,1.55,2020
6102,Asus,6827,Intel i5,16,2048,16.2,477,Windows 10,1.84,2023
6103,Lenovo,5607,AMD Ryzen 5,8,512,13.8,1671,Windows 10,1.52,2023
6104,HP,9815,AMD Ryzen 5,8,512,15.7,1053,Windows 10,1.77,2021
6105,HP,1643,Intel i5,32,256,14.4,1002,Windows 10,1.04,2019
6106,Dell,8115,AMD Ryzen 5,32,256,15.2,1313,Linux,1.33,2018
6107,HP,2280,Intel i7,8,1024,16.6,1607,Windows 10,2.87,2019
6110,Lenovo,6676,Intel i5,32,1024,14.0,1654,Windows 10,1.0,2019
6112,Microsoft,5134,AMD Ryzen 5,16,256,15.6,709,Linux,2.49,2021
6118,Asus,4831,Intel i9,16,256,16.7,1565,Windows 11,1.97,2020
6119,Razer,2323,Intel i7,8,1024,13.4,1689,Linux,1.96,2018
6121,Razer,3513,Intel i9,32,256,17.4,660,Linux,1.98,2021
6122,Dell,2227,Intel i7,16,256,14.9,1421,Windows 10,2.32,2023
6126,Lenovo,3781,Intel i5,16,256,15.0,896,Windows 10,1.95,2019
6127,HP,9514,AMD Ryzen 5,64,1024,14.9,914,Windows 11,1.7,2019
6128,Dell,5231,AMD Ryzen 7,32,2048,15.7,1345,Windows 11,1.41,2019
6133,Razer,8763,AMD Ryzen 5,64,256,16.2,1796,Windows 11,2.02,2022
6137,Acer,808,Intel i9,32,1024,14.9,786,Windows 10,1.41,2020
6139,Acer,6958,Intel i7,8,1024,15.8,1675,Windows 11,2.18,2023
6141,Acer,9131,AMD Ryzen 7,8,256,16.3,1485,Windows 11,2.02,2022
6145,Razer,2120,Intel i7,32,2048,17.4,1716,Linux,1.77,2021
6146,Asus,8723,Intel i5,16,1024,15.3,1182,Windows 10,1.6,2018
6149,Asus,6348,AMD Ryzen 5,64,512,15.0,743,Linux,1.24,2019
6150,Asus,1550,AMD Ryzen 7,16,1024,15.0,1213,Linux,1.34,2020
6151,Microsoft,9392,Intel i7,64,512,15.7,653,Windows 10,1.94,2022
6156,HP,7798,Intel i9,32,1024,15.4,568,Windows 11,2.27,2024
6158,Razer,8940,Intel i7,64,1024,15.7,1478,Windows 11,1.67,2019
6162,Razer,9896,Intel i7,32,2048,17.0,1604,Windows 10,1.19,2020
6166,Microsoft,4858,Intel i7,32,1024,14.2,1850,Windows 11,1.38,2021
6167,Dell,4264,AMD Ryzen 5,64,1024,12.8,757,Linux,1.44,2023
6169,Dell,2980,Intel i9,16,512,15.8,1064,Linux,2.12,2022
6174,Acer,513,AMD Ryzen 5,16,512,16.0,1559,Windows 11,2.12,2019
6175,Asus,1399,AMD Ryzen 5,32,1024,19.6,1319,Linux,1.29,2020
6177,Razer,7147,AMD Ryzen 5,8,2048,17.6,1431,Windows 11,1.86,2018
6179,HP,3076,Intel i7,32,256,15.8,1266,Windows 11,2.07,2019
6185,HP,2243,AMD Ryzen 7,64,512,16.7,1307,Linux,2.06,2023
6188,Acer,8384,Intel i9,32,512,13.9,1336,Windows 10,1.49,2023
6190,Asus,7237,AMD Ryzen 7,64,2048,15.8,182,Linux,2.14,2023
6191,HP,417,Intel i7,32,256,17.0,906,Windows 11,1.7,2020
6196,Microsoft,7342,AMD Ryzen 7,8,512,16.0,870,Windows 10,1.48,2021
6198,Asus,9138,AMD Ryzen 7,8,512,14.0,1388,Windows 10,1.82,2019
6199,Microsoft,6423,Intel i9,8,1024,13.7,986,Linux,1.15,2019
6201,Lenovo,721,AMD Ryzen 7,32,512,16.7,1474,Windows 10,1.63,2023
6203,Dell,4573,AMD Ryzen 5,8,2048,15.9,1058,Linux,1.74,2024
6204,Microsoft,7158,Intel i7,16,2048,14.4,938,Linux,1.38,2019
6205,Microsoft,7546,AMD Ryzen 5,32,2048,18.0,845,Windows 10,2.7,2018
6206,Razer,90,Intel i9,16,256,14.3,794,Windows 11,1.42,2023
6208,Lenovo,8593,AMD Ryzen 7,8,512,14.1,1426,Linux,2.27,2019
6209,Asus,3485,Intel i9,8,256,17.6,797,Windows 11,2.46,2024
6210,Microsoft,4677,Intel i5,16,512,14.2,1647,Linux,1.72,2018
6212,Acer,1335,AMD Ryzen 5,64,1024,15.7,1147,Linux,1.66,2018
6216,Microsoft,7002,Intel i9,16,2048,14.1,1344,Linux,2.15,2019
6219,Asus,1831,Intel i9,8,256,17.3,1214,Linux,1.96,2022
6221,Acer,5035,Intel i7,8,2048,13.6,1377,Windows 10,1.15,2019
6226,Razer,125,Intel i5,8,1024,14.4,1033,Windows 10,2.09,2023
6228,Dell,9876,Intel i9,32,512,14.6,1714,Windows 10,3.09,2024
6230,Asus,4335,Intel i9,64,1024,12.5,1204,Windows 11,1.0,2020
6232,HP,104,Intel i9,32,1024,13.1,1389,Windows 11,0.94,2018
6236,Apple,2722,Apple M1,32,2048,15.7,1323,macOS,0.68,2018
6237,Dell,2982,AMD Ryzen 5,8,2048,15.4,1182,Linux,2.0,2020
6239,Acer,1465,AMD Ryzen 7,64,2048,16.1,965,Windows 11,1.56,2019
6242,Lenovo,402,AMD Ryzen 7,64,512,15.1,1174,Windows 10,1.84,2021
6244,Razer,536,Intel i9,16,1024,10.3,787,Windows 10,2.2,2023
6246,Lenovo,2453,Intel i7,32,1024,13.3,1470,Windows 10,0.84,2022
6247,Microsoft,7061,Intel i9,8,1024,16.4,1294,Linux,0.84,2020
6250,Acer,673,AMD Ryzen 7,32,256,13.8,575,Windows 11,1.58,2020
6252,Acer,9383,AMD Ryzen 5,8,2048,17.5,1344,Windows 11,1.26,2018
6257,Lenovo,8023,Intel i9,16,256,16.6,1093,Linux,1.28,2022
6263,Asus,383,AMD Ryzen 7,64,256,17.4,1488,Windows 11,2.89,2024
6264,Lenovo,9597,AMD Ryzen 5,32,512,16.5,1061,Windows 11,2.13,2024
6265,Asus,1195,Intel i9,16,2048,14.6,1563,Windows 10,1.67,2022
6268,Lenovo,810,Intel i7,8,512,15.2,1032,Linux,1.16,2020
6269,Lenovo,9512,Intel i9,16,256,17.7,1203,Windows 11,1.67,2020
6277,Asus,6084,Intel i7,16,512,14.9,1792,Linux,2.68,2021
6279,HP,4978,AMD Ryzen 7,64,1024,15.6,1220,Windows 10,1.84,2019
6281,Apple,4798,Apple M1,64,256,17.1,1410,macOS,2.48,2022
6282,Dell,8185,Intel i9,32,256,15.7,1460,Windows 10,2.32,2019
6286,Asus,855,AMD Ryzen 5,16,1024,14.5,1361,Windows 11,1.59,2022
6290,Dell,9874,Intel i9,64,1024,14.2,1000,Linux,2.19,2024
6294,Asus,491,Intel i5,16,512,14.2,989,Linux,2.0,2019
6296,Lenovo,730,AMD Ryzen 7,32,256,19.0,953,Windows 11,2.34,2020
6298,Acer,9575,AMD Ryzen 5,32,2048,18.2,876,Linux,1.37,2019
6300,Dell,4634,Intel i5,8,1024,13.8,1458,Linux,1.43,2019
6303,Razer,7641,AMD Ryzen 7,32,256,15.1,1825,Windows 11,1.12,2021
6304,Microsoft,1904,Intel i9,8,256,15.9,700,Windows 11,1.79,2024
6307,Razer,3628,AMD Ryzen 5,8,256,17.3,1360,Linux,0.88,2024
6308,Razer,5428,Intel i7,8,512,14.0,806,Linux,1.46,2021
6309,Acer,1393,AMD Ryzen 5,64,1024,15.3,1237,Windows 11,1.54,2022
6311,Razer,6069,Intel i9,64,512,16.1,981,Linux,2.08,2023
6312,Microsoft,8425,Intel i5,64,1024,17.6,1476,Windows 11,2.12,2023
6313,Acer,6838,AMD Ryzen 7,16,1024,15.8,984,Windows 10,2.12,2024
6314,Razer,6189,AMD Ryzen 7,64,512,16.7,1132,Windows 11,1.97,2018
6316,Acer,2332,AMD Ryzen 7,32,512,17.8,886,Windows 11,1.35,2023
6318,Microsoft,2319,Intel i5,32,1024,18.1,977,Linux,1.77,2022
6321,Acer,1207,Intel i9,64,2048,13.3,841,Windows 11,1.71,2018
6322,HP,9978,Intel i5,8,2048,16.8,663,Windows 11,2.03,2019
6324,Microsoft,6370,Intel i9,64,512,15.3,989,Windows 10,1.54,2023
6329,Acer,4479,Intel i5,32,1024,17.5,926,Windows 11,1.96,2023
6331,Acer,3444,Intel i5,8,2048,15.7,1331,Linux,1.65,2020
6333,Microsoft,109,Intel i9,8,512,17.5,1327,Windows 10,1.9,2018
6334,Dell,9773,Intel i7,32,256,15.4,1328,Linux,2.83,2018
6335,Microsoft,3877,Intel i9,64,512,15.5,841,Windows 11,2.13,2019
6336,Razer,9368,AMD Ryzen 5,16,256,17.3,1139,Windows 11,1.96,2020
6337,Lenovo,8260,AMD Ryzen 7,16,1024,14.0,1282,Windows 11,1.31,2021
6341,Razer,4466,Intel i9,16,1024,16.9,780,Windows 11,2.38,2022
6342,Lenovo,7898,AMD Ryzen 5,64,1024,15.8,1920,Windows 11,2.42,2023
6348,Microsoft,2894,AMD Ryzen 5,64,2048,15.1,603,Linux,1.43,2023
6351,HP,7571,AMD Ryzen 5,16,1024,16.6,675,Windows 10,1.61,2023
6352,Dell,9809,Intel i9,64,1024,16.7,1104,Windows 11,0.97,2022
6355,HP,5120,Intel i9,32,1024,15.0,881,Linux,1.41,2021
6356,Lenovo,9185,Intel i7,16,1024,16.2,1387,Linux,1.97,2018
6357,HP,4302,AMD Ryzen 7,8,256,16.1,2039,Windows 10,1.89,2024
6360,Microsoft,5027,Intel i7,16,2048,12.7,1382,Windows 11,1.63,2019
6361,Razer,6849,Intel i5,16,2048,15.9,1852,Windows 10,2.0,2018
6362,Apple,5575,Apple M1,64,512,14.2,1637,macOS,1.65,2018
6363,Lenovo,4773,Intel i9,64,256,18.4,1342,Windows 11,1.41,2019
6366,HP,7085,AMD Ryzen 7,64,512,17.0,1319,Linux,1.55,2024
6368,Razer,2197,Intel i5,8,2048,14.2,1399,Linux,1.3,2020
6369,Acer,5113,AMD Ryzen 5,16,256,15.9,826,Windows 10,1.06,2024
6371,Dell,9105,Intel i5,8,1024,19.4,1805,Linux,1.54,2018
6377,Asus,432,Intel i5,16,1024,16.2,1276,Windows 10,2.4,2020
6378,HP,9506,Intel i9,64,256,13.7,928,Windows 11,1.46,2022
6382,Asus,6171,AMD Ryzen 5,16,512,14.2,1464,Windows 10,1.47,2022
6384,Acer,4983,AMD Ryzen 5,8,512,14.0,1401,Windows 10,2.65,2018
6386,Dell,2174,Intel i5,32,512,17.8,1646,Linux,1.25,2024
6387,Dell,4095,AMD Ryzen 5,64,256,16.4,1330,Windows 11,1.15,2018
6388,Razer,5652,AMD Ryzen 5,32,1024,12.1,765,Windows 11,2.38,2018
6390,Acer,1584,Intel i7,64,512,13.9,1045,Linux,1.33,2022
6394,Razer,8792,Intel i7,8,1024,15.8,684,Windows 10,1.59,2020
6399,Acer,381,AMD Ryzen 7,64,1024,15.5,1077,Linux,1.33,2022
6400,Dell,4503,Intel i7,8,256,15.1,451,Windows 10,1.31,2024
6401,Acer,5923,AMD Ryzen 7,64,512,16.3,1422,Windows 10,1.85,2024
6402,Microsoft,8420,AMD Ryzen 7,16,2048,17.1,787,Linux,2.22,2021
6403,Lenovo,5482,Intel i5,64,1024,16.2,1716,Windows 10,2.17,2020
6407,Microsoft,4899,AMD Ryzen 7,64,256,16.1,1709,Windows 10,2.15,2018
6413,Lenovo,5526,Intel i7,32,256,16.4,1273,Windows 11,2.06,2021
6414,Acer,4370,Intel i7,8,1024,13.0,1207,Windows 10,1.97,2018
6417,Razer,4813,Intel i7,64,1024,14.5,1158,Windows 10,1.69,2019
6420,Dell,2118,Intel i5,32,2048,18.7,655,Windows 10,1.53,2024
6421,Razer,8635,Intel i7,16,256,16.0,1023,Linux,1.57,2019
6423,Dell,1955,Intel i7,64,256,16.3,1046,Windows 11,2.34,2020
6424,Asus,2808,Intel i5,64,2048,17.8,1443,Linux,1.55,2019
6425,Acer,8032,AMD Ryzen 5,32,1024,14.7,885,Windows 11,2.42,2022
6426,Acer,6692,Intel i5,64,1024,16.8,1324,Windows 10,2.05,2023
6430,Asus,6437,Intel i9,16,512,16.8,738,Windows 10,1.63,2020
6432,Asus,1925,Intel i5,64,256,13.5,1320,Linux,2.01,2021
6433,Acer,7983,Intel i9,32,2048,14.2,721,Windows 10,2.04,2022
6434,Razer,5043,Intel i9,8,1024,18.0,985,Windows 10,1.46,2020
6438,HP,2786,AMD Ryzen 5,64,2048,15.6,814,Windows 11,2.44,2018
6439,Asus,4326,AMD Ryzen 5,32,256,17.4,1083,Linux,1.78,2020
6441,HP,3175,Intel i5,16,512,15.3,1400,Windows 10,2.73,2022
6443,Lenovo,6900,AMD Ryzen 7,64,256,15.1,742,Linux,1.61,2023
6444,Lenovo,9758,Intel i7,64,256,14.8,1173,Windows 11,1.3,2023
6445,Microsoft,3704,Intel i7,8,2048,13.1,927,Windows 10,1.86,2019
6448,Lenovo,3597,Intel i7,8,2048,16.3,931,Linux,1.7,2019
6454,Razer,272,AMD Ryzen 7,32,2048,18.0,1243,Windows 11,2.32,2019
6457,Microsoft,3759,Intel i5,64,2048,11.2,1867,Linux,2.15,2024
6458,HP,4169,Intel i7,8,1024,15.0,934,Linux,1.7,2019
6460,HP,8428,Intel i9,64,512,17.5,665,Windows 11,2.6,2018
6462,Asus,6328,AMD Ryzen 5,16,256,12.1,1190,Linux,1.08,2021
6463,Asus,2278,AMD Ryzen 5,32,2048,16.4,1529,Windows 10,2.2,2022
6464,HP,5168,Intel i9,32,2048,15.2,1035,Windows 11,2.23,2020
6466,HP,5086,AMD Ryzen 5,32,2048,14.1,1264,Linux,1.59,2020
6469,Microsoft,1516,Intel i7,16,256,16.5,1913,Linux,1.61,2024
6470,HP,5125,Intel i9,64,256,14.7,1188,Linux,1.7,2022
6472,Lenovo,5774,AMD Ryzen 7,8,2048,16.4,1395,Linux,1.53,2018
6477,Razer,8514,AMD Ryzen 7,64,256,16.2,1218,Windows 11,1.7,2023
6479,Apple,79,Apple M1,32,2048,16.2,1296,macOS,1.84,2020
6480,Acer,2748,Intel i7,16,256,16.0,1141,Windows 11,1.14,2018
6481,Asus,1804,Intel i7,16,256,16.4,1040,Linux,1.38,2019
6484,HP,2103,AMD Ryzen 7,8,512,15.3,578,Windows 11,2.43,2018
6489,Acer,4383,AMD Ryzen 5,32,256,14.0,845,Linux,2.21,2019
6493,Acer,9008,Intel i9,32,1024,16.7,732,Windows 10,1.79,2019
6495,Acer,7687,AMD Ryzen 7,64,256,17.2,1914,Windows 10,1.44,2018
6498,Acer,3571,Intel i5,64,1024,13.0,1565,Windows 10,1.32,2024
6499,Razer,9045,Intel i9,64,1024,16.4,1645,Linux,1.83,2023
6500,Microsoft,2424,Intel i5,64,1024,15.6,388,Linux,0.84,2024
6501,Microsoft,6327,AMD Ryzen 5,32,512,16.7,1484,Windows 10,2.69,2021
6502,Asus,3051,AMD Ryzen 7,8,512,17.7,1537,Windows 10,2.21,2020
6505,Lenovo,8318,AMD Ryzen 5,16,1024,15.4,1902,Linux,1.95,2021
6508,Acer,4843,AMD Ryzen 7,64,1024,16.0,856,Windows 11,1.19,2022
6520,Microsoft,9094,AMD Ryzen 7,16,512,12.7,1739,Windows 10,2.23,2019
6527,Razer,9906,Intel i9,8,256,17.3,892,Windows 10,2.55,2020
6529,Lenovo,4968,Intel i7,32,2048,16.6,1274,Windows 11,1.35,2024
6530,Asus,6594,AMD Ryzen 7,32,2048,15.4,1762,Linux,2.79,2018
6531,Microsoft,618,AMD Ryzen 5,16,1024,17.0,1298,Windows 10,1.72,2021
6538,Microsoft,5082,Intel i7,32,512,13.0,1395,Linux,1.43,2023
6539,Dell,7913,AMD Ryzen 7,16,1024,15.5,1018,Windows 11,2.2,2019
6541,Lenovo,1065,Intel i5,64,2048,16.1,1110,Windows 10,1.94,2019
6544,Microsoft,3612,AMD Ryzen 5,16,512,17.1,1789,Linux,2.25,2021
6545,Dell,8962,AMD Ryzen 7,8,256,15.7,1214,Linux,2.24,2023
6550,Asus,2727,Intel i9,32,2048,14.2,774,Linux,2.1,2024
6551,Acer,3839,AMD Ryzen 7,64,1024,15.6,1388,Linux,1.48,2021
6552,Lenovo,6850,AMD Ryzen 5,8,1024,17.5,1491,Windows 11,0.9,2018
6554,HP,4007,AMD Ryzen 7,16,1024,12.8,1877,Windows 11,2.59,2019
6555,Acer,113,Intel i9,32,256,17.3,1661,Windows 10,1.94,2022
6556,Lenovo,1345,Intel i5,8,256,16.1,1747,Linux,1.61,2022
6558,Microsoft,3705,AMD Ryzen 5,8,256,14.5,1729,Linux,1.65,2020
6560,Acer,7779,Intel i7,8,512,13.9,1158,Linux,1.83,2024
6568,Acer,9013,Intel i9,32,1024,15.6,1269,Windows 10,1.02,2018
6569,Razer,6790,Intel i9,64,512,16.0,1740,Linux,1.08,2020
6570,Asus,7959,Intel i5,64,2048,14.6,2006,Linux,1.5,2023
6574,Razer,7056,AMD Ryzen 7,16,1024,17.7,991,Windows 10,1.5,2022
6582,Dell,2502,AMD Ryzen 7,8,256,16.0,1254,Windows 11,2.23,2023
6584,Lenovo,5099,AMD Ryzen 7,64,256,16.5,755,Windows 11,1.7,2021
6586,Lenovo,5565,Intel i5,64,1024,13.7,1269,Linux,1.34,2020
6588,Razer,6107,Intel i5,32,2048,16.6,756,Windows 11,1.75,2022
6589,HP,2124,Intel i5,32,512,18.5,1921,Windows 10,1.65,2020
6592,Razer,7366,Intel i9,32,512,16.7,1165,Linux,2.06,2022
6595,Asus,5453,AMD Ryzen 7,8,256,15.3,1427,Windows 11,1.82,2021
6596,HP,6879,Intel i9,8,1024,17.3,1986,Windows 10,1.95,2024
6598,Razer,701,AMD Ryzen 7,8,512,17.8,1449,Windows 11,1.54,2021
6601,Microsoft,6488,Intel i5,16,1024,16.3,1575,Windows 10,1.29,2022
6607,Asus,9436,Intel i7,16,512,12.9,1076,Windows 11,2.14,2024
6608,Acer,755,Intel i7,32,512,15.6,864,Windows 11,1.43,2021
6612,HP,6199,Intel i7,8,256,12.4,1827,Linux,2.16,2020
6613,Dell,731,Intel i7,64,256,15.7,1588,Windows 11,1.92,2021
6617,Razer,1612,Intel i9,8,512,14.7,1331,Windows 10,2.22,2023
6618,Asus,4660,Intel i7,8,256,13.8,1258,Windows 11,2.85,2023
6620,Dell,7535,Intel i9,8,512,14.8,789,Windows 11,2.23,2018
6629,Lenovo,2863,Intel i7,32,2048,15.5,1228,Windows 10,1.18,2024
6630,HP,7789,AMD Ryzen 5,8,1024,14.5,794,Linux,1.52,2019
6633,Asus,1523,Intel i5,64,1024,17.7,1833,Windows 11,1.5,2021
6634,Microsoft,1062,AMD Ryzen 7,16,1024,15.2,1046,Windows 11,2.54,2023
6635,Dell,1607,Intel i5,64,1024,16.3,951,Windows 11,0.98,2020
6636,Razer,8172,Intel i9,64,1024,17.8,1189,Windows 11,1.87,2021
6642,Lenovo,5844,AMD Ryzen 5,64,1024,14.0,1683,Linux,1.32,2023
6644,HP,6154,Intel i5,8,256,14.7,571,Windows 11,1.54,2020
6648,Asus,5365,AMD Ryzen 7,16,1024,13.9,1145,Windows 11,1.52,2024
6653,HP,9401,Intel i7,16,512,15.6,670,Linux,1.08,2018
6655,Asus,1876,Intel i7,16,256,12.2,412,Windows 10,1.88,2024
6658,Dell,6028,AMD Ryzen 5,8,512,13.5,516,Windows 10,1.86,2020
6662,HP,9672,AMD Ryzen 5,16,1024,17.4,1008,Windows 10,1.24,2022
6663,Acer,3275,Intel i7,64,2048,18.5,1862,Windows 11,1.24,2022
6664,Asus,4648,Intel i9,8,512,16.7,1547,Linux,1.88,2018
6665,Dell,1882,Intel i7,8,2048,14.5,543,Windows 11,1.83,2024
6667,HP,7121,Intel i7,8,512,18.4,1182,Linux,1.01,2021
6668,Lenovo,5440,Intel i5,64,256,13.5,906,Windows 10,2.38,2022
6674,Microsoft,7498,Intel i9,64,256,16.0,1773,Windows 10,2.29,2019
6676,Lenovo,9355,Intel i5,32,512,14.3,1635,Windows 10,1.83,2024
6678,Acer,9128,Intel i9,16,1024,16.1,1148,Linux,0.92,2018
6679,Razer,7177,Intel i7,8,2048,15.8,1136,Linux,1.67,2023
6680,Microsoft,5307,Intel i5,64,256,19.4,1412,Windows 10,1.76,2020
6687,Asus,1807,Intel i7,16,256,14.4,1227,Linux,2.3,2024
6688,Dell,5790,AMD Ryzen 7,64,2048,15.9,591,Linux,2.46,2023
6691,Razer,5011,AMD Ryzen 7,64,1024,13.7,1680,Windows 11,1.33,2019
6693,Acer,3821,Intel i7,64,512,13.4,1490,Windows 10,2.55,2023
6696,Dell,9539,AMD Ryzen 7,8,256,14.1,1016,Linux,2.02,2022
6698,Lenovo,3949,AMD Ryzen 5,64,256,17.4,1468,Linux,1.2,2021
6699,Asus,1524,Intel i5,8,2048,15.5,1044,Windows 10,1.94,2019
6706,Razer,4528,Intel i5,8,2048,15.8,1781,Windows 10,2.43,2018
6710,HP,122,AMD Ryzen 5,64,1024,15.8,931,Windows 11,1.59,2023
6714,Asus,2822,Intel i5,16,1024,14.6,1654,Linux,1.76,2024
6715,Razer,308,AMD Ryzen 7,64,1024,13.9,1001,Windows 11,1.28,2019
6723,Acer,9216,Intel i7,16,1024,15.6,878,Windows 10,1.67,2024
6725,Microsoft,6652,Intel i9,32,1024,14.4,1384,Windows 10,2.51,2024
6728,Acer,8255,Intel i5,16,1024,14.1,1042,Windows 11,0.78,2021
6730,Microsoft,9724,Intel i5,8,512,18.6,1358,Windows 10,1.66,2020
6733,Razer,2813,AMD Ryzen 7,64,2048,15.4,1479,Windows 11,2.0,2020
6736,Asus,5188,Intel i9,64,256,14.0,711,Windows 10,1.71,2020
6737,Acer,6932,Intel i5,8,256,15.3,1031,Windows 11,1.96,2023
6738,Acer,2537,Intel i7,32,512,14.7,1176,Windows 10,1.43,2023
6742,HP,8060,Intel i7,16,2048,14.8,1159,Windows 10,2.32,2021
6746,Asus,8941,Intel i7,32,1024,13.1,1443,Windows 10,2.51,2022
6748,Razer,9027,AMD Ryzen 7,32,1024,16.8,1723,Linux,2.38,2020
6752,Razer,5979,AMD Ryzen 7,32,2048,14.1,1042,Linux,1.19,2023
6755,Razer,5579,Intel i9,8,256,12.3,1568,Windows 11,1.33,2018
6756,Razer,1231,Intel i5,64,512,18.1,846,Windows 11,1.46,2020
6757,Apple,5473,Apple M1,16,1024,13.6,1440,macOS,1.22,2020
6759,HP,7301,Intel i9,32,2048,14.0,1098,Linux,1.54,2024
6763,Microsoft,9483,AMD Ryzen 7,8,512,15.8,1453,Windows 10,1.24,2024
6765,Razer,1160,Intel i7,16,1024,12.4,1393,Windows 10,0.95,2023
6767,Acer,5978,AMD Ryzen 7,16,2048,16.2,1450,Windows 10,2.89,2023
6769,Razer,3783,Intel i9,64,2048,14.9,1786,Linux,2.45,2020
6773,Lenovo,8340,Intel i7,16,2048,20.7,1286,Windows 10,1.76,2018
6774,Dell,4560,AMD Ryzen 7,32,1024,16.9,2207,Windows 11,0.54,2019
6779,Razer,7969,Intel i5,32,256,17.2,838,Windows 11,1.78,2022
6781,HP,5789,Intel i5,32,1024,15.2,1675,Windows 11,1.53,2021
6785,Asus,687,AMD Ryzen 5,16,256,15.1,1212,Windows 11,1.57,2022
6786,Lenovo,4857,Intel i5,8,2048,17.5,2225,Linux,1.68,2018
6789,Acer,5517,Intel i7,32,512,17.7,1381,Windows 11,0.93,2023
6790,Microsoft,7769,AMD Ryzen 7,64,256,15.7,1213,Linux,1.22,2018
6793,Microsoft,3745,Intel i5,64,2048,14.7,355,Windows 10,2.57,2018
6796,Acer,6703,Intel i5,16,512,14.7,1969,Linux,2.13,2023
6800,Acer,4242,AMD Ryzen 7,64,1024,11.3,1379,Windows 11,1.98,2018
6802,Razer,5046,Intel i5,16,1024,14.9,923,Windows 11,2.15,2023
6804,Dell,1155,Intel i5,8,1024,11.9,1408,Windows 11,1.97,2021
6805,Lenovo,1927,Intel i7,16,2048,15.8,786,Windows 10,1.93,2024
6807,HP,3343,AMD Ryzen 5,16,256,14.5,1423,Linux,1.13,2023
6811,Microsoft,7219,Intel i7,64,1024,12.4,737,Windows 11,1.59,2021
6814,Dell,4472,Intel i7,8,1024,16.0,691,Windows 10,2.15,2021
6816,Razer,3120,AMD Ryzen 5,64,2048,16.9,323,Linux,1.14,2018
6820,HP,3604,Intel i5,8,1024,18.1,1514,Windows 10,2.01,2018
6821,Microsoft,9700,Intel i7,32,1024,15.7,1650,Windows 11,1.38,2019
6823,Microsoft,5762,Intel i9,64,256,13.0,1151,Windows 10,2.14,2018
6825,Lenovo,9604,Intel i5,32,2048,17.8,1700,Linux,1.92,2018
6826,Lenovo,4906,Intel i7,32,512,14.6,1521,Windows 11,1.76,2024
6827,HP,7815,Intel i7,32,2048,14.7,1402,Windows 11,1.98,2020
6830,Dell,2893,AMD Ryzen 7,32,2048,15.6,750,Linux,2.12,2021
6831,Razer,1506,AMD Ryzen 7,64,2048,14.0,1866,Windows 11,1.03,2024
6834,Microsoft,11,AMD Ryzen 5,32,2048,16.0,989,Windows 11,2.42,2019
6837,HP,4282,Intel i9,64,1024,15.0,780,Linux,1.8,2022
6838,Asus,3711,AMD Ryzen 5,64,512,13.5,948,Windows 10,1.64,2022
6843,Asus,5144,AMD Ryzen 7,64,2048,17.0,1835,Linux,1.71,2023
6854,HP,9527,Intel i7,32,2048,17.0,1766,Linux,1.72,2023
6855,HP,5490,Intel i7,64,1024,18.8,1469,Windows 11,1.29,2021
6864,Asus,3067,AMD Ryzen 7,64,1024,19.0,1050,Linux,2.12,2021
6865,Dell,2304,AMD Ryzen 5,32,512,15.2,1349,Windows 10,1.64,2021
6868,HP,7560,AMD Ryzen 5,16,512,16.3,732,Linux,1.74,2020
6869,Razer,1092,AMD Ryzen 7,16,1024,17.8,1112,Linux,1.63,2021
6870,Dell,4907,Intel i5,16,1024,16.9,219,Windows 10,2.36,2023
6872,Acer,5554,AMD Ryzen 5,32,512,15.6,792,Linux,2.05,2020
6874,Microsoft,9381,Intel i7,64,512,12.2,1323,Windows 10,2.17,2024
6880,Microsoft,5620,AMD Ryzen 7,64,2048,13.9,628,Linux,1.73,2020
6881,HP,6280,AMD Ryzen 5,16,256,16.9,1301,Windows 10,1.94,2019
6882,Microsoft,4316,Intel i5,8,2048,14.9,921,Linux,2.22,2024
6883,Lenovo,4284,Intel i5,8,256,14.6,987,Windows 11,1.84,2023
