Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
HP,Model_6315,AMD Ryzen 5,32.0,256,17.2,829.75240265997,Linux,1.64,2022
Razer,Model_7601,Apple M1,32.0,512,15.2,1100.324934165004,Windows 11,1.49,2019
Apple,Model_821,AMD Ryzen 7,16.0,256,16.8,1280.7025077041967,Windows 10,1.94,2020
Microsoft,Model_8125,Intel i9,32.0,256,16.0,2347.891450162522,Windows 10,0.64,2023
Acer,Model_1569,,,2048,16.6 inches,1558.9490807395875,Windows 11,1.93,2021
Dell,Model_1719,AMD Ryzen 7,64.0,2048,14.0,1169.5911181773592,Windows 11,2.28,2022
Dell,Model_4084,Intel i9,32.0,2048,16.9,670.7198170988418,macOS,2.07,2021
Apple,Model_6911,,64.0,1024,14.4,1303.0977366616899,Linux,1.66,2021
Dell,Model_4613,Intel i7,8.0,256,17.3,773.4651582883778,Windows 10,2.75,2022
Lenovo,Model_5452,Intel i5,16.0,256,14.9,1141.6268343433735,Windows 11,2.55,2018
Microsoft,Model_629,Intel i7,8.0,2048,12.9,,Windows 11,,2023
Acer,Model_4775,Intel i9,16.0,2048,15.2,1858.6844187230372,Linux,1.6,2021
Apple,Model_4089,Intel i9,16.0,512,15.1,1180.0402922459878,Windows 10,1.81,2021
Acer,Model_9511,AMD Ryzen 5,64.0,2048,12.7,1567.2368126057722,Windows 10,2.6,2019
Apple,Model_5335,Intel i9,32.0,256,16.4,222.16843930603306,Linux,1.84,2019
Apple,Model_4291,Intel i7,32.0,256,16.1,1784.2876790300443,Linux,2.02,2021
Lenovo,Model_5672,Intel i5,8.0,1024,17.5,1257.7943987499982,Windows 10,2.04,2018
Dell,Model_9420,Intel i7,64.0,2048,12.3,1768.774927277089,Windows 11,1.5,2022
Apple,Model_6881,Intel i9,16.0,256,15.1,1711.8576580416943,macOS,1.56,2021
Razer,Model_5116,AMD Ryzen 5,8.0,1024,15.1,1249.869255068413,Windows 10,1.53,2024
Microsoft,Model_5961,Intel i9,64.0,2048,17.2,1081.7525867164998,Windows 11,1.59,2021
Lenovo,Model_2975,Intel i7,8.0,1024,15.1,1217.549283606518,Linux,0.67,2024
HP,Model_3496,Intel i5,8.0,1024,16.1,1372.9489496811125,Linux,1.25,2022
Razer,Model_6216,Apple M1,32.0,512,14.1,1255.8325914545119,macOS,2.89,2018
Acer,Model_5215,AMD Ryzen 7,16.0,256,14.2,$1128.39,Windows 11,2.37,2021
Dell,Model_276,Intel i9,32.0,2048,18.1,1440.510072451902,Linux,2.49,2019
Acer,Model_3378,Intel i7,64.0,2048,17.7,1000.936450774723,Windows 11,1.6,2018
Acer,Model_6730,AMD Ryzen 7,32.0,1024,15.1,1546.7116482336014,Linux,1.87,2019
Razer,Model_7060,Intel i9,,256,13.2,,Windows 10,2.08,2022
Asus,Model_8911,AMD Ryzen 5,16.0,2048,17.2,1492.958450222034,Linux,3.18,2020
Razer,Model_2754,,64.0,1024,16.1,1341.4406930824598,Linux,1.41,2024
Razer,Model_3390,AMD Ryzen 5,64.0,2048,16.1,,Windows 10,1.4,2022
Apple,Model_2750,Intel i9,32.0,512,14.2,905.4647052236772,Windows 10,2.37,2024
Dell,Model_8680,AMD Ryzen 7,32.0,512,17.6 inches,1388.1625880577758,Linux,2.08,2019
Asus,Model_7904,Intel i7,,256,17.1,1034.7146251326926,Windows 10,1.12,2024
Microsoft,Model_9210,Intel i9,,512,14.0,1261.2857274548817,Windows 11,2.04,2020
Microsoft,Model_84,AMD Ryzen 7,8.0,1024,14.3,$1444.99,Linux,2.87,2020
Razer,Model_5759,Apple M1,64.0,512,15.2,697.4892139931136,Linux,1.46,2023
Razer,Model_9488,AMD Ryzen 5,32.0,2048,15.9,1500.126229344208,macOS,1.99,2024
HP,Model_8604,Intel i9,16.0,2048,15.1,1176.1086683586823,Windows 10,1.69,2021
Acer,Model_3621,Intel i7,8.0,256,16.7,591.337143116284,Windows 11,0.85,2018
HP,Model_9625,Intel i5,8.0,512,14.6,1666.782379029529,Linux,1.85,2019
Dell,Model_3848,Intel i9,64.0,256,14.3,1555.658367526617,Linux,1.21,2018
Acer,Model_4236,,,256,17.2,1427.8698316874315,Windows 11,0.96,2019
Dell,Model_9657,AMD Ryzen 7,8.0,256,16.4,1123.48581973929,Windows 11,2.06,2024
Razer,Model_5855,Apple M1,,2048,13.6,1191.2996142102434,Windows 11,2.02,2022
Acer,Model_4804,Apple M1,64.0,512,14.2,1252.9757217436415,Windows 11,1.62,2019
Lenovo,Model_6909,AMD Ryzen 5,8.0,512,13.5,1153.3070129996063,macOS,1.29,2021
HP,Model_3640,Intel i5,32.0,256,13.8,$1702.05,Windows 10,1.45,2018
Dell,Model_2506,AMD Ryzen 7,32.0,1024,13.0,,Windows 11,1.85,2024
Asus,Model_9612,Apple M1,8.0,512,15.8,1328.2382165559795,Windows 10,1.42,2021
Apple,Model_487,AMD Ryzen 5,32.0,2048,16.1,1173.949857235903,Linux,1.98,2020
HP,Model_6089,Intel i9,8.0,256,15.9,631.2473611288443,macOS,1.98,2019
Microsoft,Model_6766,Apple M1,,256,14.5,,Windows 10,1.61,2021
Dell,Model_8944,AMD Ryzen 7,,1024,15.8,$1390.67,macOS,,2021
Razer,Model_2558,Intel i5,8.0,1024,15.2,1018.4497132878672,Linux,1.86,2022
Apple,Model_8835,Intel i5,32.0,512,15.2,1378.4915804659713,macOS,1.95,2020
Dell,Model_6282,Apple M1,32.0,2048,15.2,1897.7416470930111,Linux,2.17,2020
Razer,Model_2815,Intel i5,8.0,1TB,15.6,1213.7769552851043,Windows 10,1.55,2022
Apple,Model_4371,Intel i5,32.0,512,16.1,551.0696300327348,macOS,2.16,2021
Dell,Model_9037,Intel i7,8.0,2048,17.0,1564.7319880930709,Linux,1.01,2021
Razer,Model_5248,AMD Ryzen 5,32.0,2048,14.1,1185.7117090725928,macOS,3.02,2020
Apple,Model_2269,,16.0,1024,13.2,1071.6981096391792,macOS,,2023
Apple,Model_3195,Apple M1,8.0,1024,17.0,,Linux,2.57,2024
Acer,Model_9891,,8.0,256,16.4,1507.776230563669,macOS,2.34,2018
Apple,Model_3657,Apple M1,64.0,512,14.6,862.9850532111162,macOS,1.66,2019
Acer,Model_7855,Intel i5,16.0,1024,16.9,1655.1236525106008,Linux,1.46,2021
,Model_5012,Apple M1,,1024,14.1,996.1469376448263,macOS,1.8,2021
Razer,Model_3531,Intel i9,32.0,2048,15.1,1233.2476065312771,Windows 10,2.34,2023
Lenovo,Model_6727,Apple M1,64.0,1024,14.1,1011.0212212451555,Linux,1.2,2023
Lenovo,Model_5728,AMD Ryzen 7,16.0,256,14.8,1076.1540602273408,Windows 11,1.04,2021
HP,Model_6778,Intel i7,32.0,512,15.6,605.135313124051,Windows 10,0.97,2024
Apple,Model_6233,Apple M1,64.0,1024,16.5,1402.1570937950316,Windows 10,1.62,2024
Razer,Model_3698,Apple M1,8.0,2048,12.9,787.5607104502985,Linux,2.6,2018
Apple,Model_1900,Intel i9,16.0,1024,16.4,887.4059155258467,Windows 11,2.39,2022
Microsoft,Model_8453,Intel i9,64.0,0TB,15.6,1410.5303852524014,Windows 10,2.14,2019
Dell,Model_4734,Intel i7,8.0,512,14.3,836.3661978505178,macOS,1.08,2018
Lenovo,Model_8203,AMD Ryzen 7,,2048,17.2,656.0669643490464,Windows 10,1.86,2021
Lenovo,Model_6874,Intel i7,32.0,1024,14.4,1149.5026917518326,Linux,1.81,2024
Lenovo,Model_2213,Intel i9,32.0,1024,15.1,978.6943277471894,Windows 10,1.62,2023
Lenovo,Model_5142,Intel i7,32.0,1024,15.3,1925.092437024155,Windows 10,1.67,2024
Acer,Model_4517,AMD Ryzen 5,64.0,512,16.1,1474.2414192873543,Linux,,2024
Microsoft,Model_7144,Intel i5,16.0,1024,14.3,553.7302790203845,Windows 11,2.05,2020
Razer,Model_2119,AMD Ryzen 7,8.0,2048,14.3,$1359.68,Windows 11,1.45,2021
Razer,Model_7584,Apple M1,8.0,2048,16.9,903.8253731082373,Linux,2.39,2021
Acer,Model_8586,AMD Ryzen 7,8.0,256,15.9,1446.2694837868098,Windows 10,1.77,2023
HP,Model_1776,AMD Ryzen 5,8.0,512,15.5,594.5471230580043,Windows 11,2.34,2018
Lenovo,Model_1172,Apple M1,64.0,1024,16.5 inches,$1148.99,Mac OS,1.66,2022
Apple,Model_2180,Intel i7,32.0,256,15.9,1103.1880534790412,macOS,1.2,2020
Asus,Model_5745,Intel i9,64.0,2048,16.2,793.3075634124721,Windows 11,1.49,2024
Dell,Model_4597,Intel i5,8.0,1024,17.5,850.2561971277673,macOS,1.58,2018
Acer,Model_7129,AMD Ryzen 7,16.0,256,13.5,997.2394632975524,Linux,2.1,2018
Lenovo,Model_3755,Apple M1,16.0,512,15.9,1399.066770643042,Windows 11,1.49,2024
Apple,Model_2682,,16.0,256,13.2,1404.7092850481624,Windows 11,2.25,2020
HP,Model_7484,Apple M1,8.0,512,16.4,1448.046913563875,Windows 11,2.22,2020
Asus,Model_1548,Intel i5,16.0,2048,15.1,948.3300762526765,macOS,2.14,2021
Lenovo,Model_3383,AMD Ryzen 5,16.0,1024,16.7,1188.1761284138943,macOS,2.47,2023
Acer,Model_3730,AMD Ryzen 7,64.0,2048,13.2 inches,1905.3347959921448,Windows 10,1.86,2022
Dell,Model_3811,AMD Ryzen 5,32.0,256,17.7,1143.722118647127,Linux,2.15,2021
Dell,Model_2907,Apple M1,64.0,256,15.2,1682.025085555883,Windows 10,1.86,2018
Razer,Model_3965,Intel i7,16.0,512,18.9,1412.5801900518154,macOS,1.66,2021
Asus,Model_124,AMD Ryzen 7,8.0,512,16.1,1487.0625161318592,Linux,1.41,2021
Asus,Model_4575,Intel i5,16.0,512,16.8,$1404.07,Windows 11,1.94,2024
Lenovo,Model_8513,Intel i7,16.0,2048,17.3,$676.69,Windows 11,1.18,2024
Razer,Model_4933,Intel i5,,256,18.0,846.5593506871628,Windows 10,2.08,2021
Lenovo,Model_2663,AMD Ryzen 7,32.0,512,16.0,1554.1258353486587,Linux,1.87,2018
Microsoft,Model_2203,Apple M1,16.0,2048,15.2,,Linux,2.15,2023
Lenovo,Model_8812,AMD Ryzen 7,32.0,1024,14.5,1286.7760567719845,Linux,2.72,2024
Lenovo,Model_7790,Apple M1,8.0,512,15.9,655.3617450021779,Windows 10,2.39,2020
Lenovo,Model_7307,Apple M1,8.0,1024,13.9,902.2132041765741,Windows 11,2.45,2018
Asus,Model_5257,,8.0,2048,17.0,1697.3609368599396,Windows 10,1.87,2020
Lenovo,Model_1991,Apple M1,32.0,2048,18.5,,Linux,1.74,2018
Razer,Model_788,Intel i5,8.0,256,17.1,1685.111728081818,macOS,2.59,2021
Dell,Model_2420,AMD Ryzen 7,32.0,2048,15.5,1432.6890496190072,windows 10,1.25,2018
HP,Model_1581,AMD Ryzen 7,16.0,1024,14.7,1429.1636566773038,macOS,1.88,2022
HP,Model_2273,Intel i7,64.0,1024,17.5,1157.0622134281562,Windows 11,1.23,2024
Razer,Model_2448,,,2048,16.6 inches,996.9230301790692,Linux,2.12,2018
Asus,Model_7964,Apple M1,N/A,512,15.3,1859.442511841488,Windows 11,2.66,2024
Acer,Model_4980,Intel i9,32.0,512,16.1,846.214810335501,Windows 11,2.02,2023
HP,Model_7922,Intel i9,,256,15.7,1523.1273759688602,Windows 10,1.31,2021
HP,Model_6070,Apple M1,16.0,256,17.1,$1501.21,Linux,1.11,2019
Dell,Model_141,AMD Ryzen 7,32.0,2048,14.8,747.4576489392364,Linux,1.85,2020
Asus,Model_1566,AMD Ryzen 7,32.0,256,17.5,174.90387213779866,Linux,1.71,2024
Microsoft,Model_5409,AMD Ryzen 5,64.0,512,13.7,909.9276470573609,Windows 10,1.21,2022
Dell,Model_2632,Intel i5,32.0,512,17.2,1302.0092499778088,Windows 10,2.03,2022
Apple,Model_3689,,8.0,512,14.9 inches,,Linux,2.37,2018
Dell,Model_6645,Intel i5,32.0,256,13.5,1707.739187224776,macOS,2.07,2021
HP,Model_4566,Intel i5,8.0,256,17.0,490.86608588056527,Windows 11,1.71,2021
Razer,Model_2929,Intel i9,32.0,256,13.3,590.042584031459,macOS,1.65,2023
Microsoft,Model_3411,Intel i9,8.0,1TB,15.3,1196.8883318299706,Windows 11,1.68,2020
Razer,Model_3782,Apple M1,,1024,15.2,1258.3836764396085,Windows 11,0.77,2022
Asus,Model_775,Apple M1,8.0,256,15.1,1047.6277467834207,Windows 10,1.3,2022
HP,Model_6812,Intel i9,64.0,256,15.8,849.1068358253485,Linux,1.76,2023
HP,Model_3190,Intel i5,64.0,256,16.5,1237.0357677043733,Windows 10,2.36,2020
Razer,Model_3790,Intel i7,16.0,2048,15.2,1266.4362157066562,Windows 10,1.84,2019
Asus,Model_792,Intel i7,8.0,512,13.8,1499.6777520374778,macOS,1.11,2018
HP,Model_6299,AMD Ryzen 5,32.0,1024,13.0,907.0048332505916,macOS,2.23,2018
Lenovo,Model_5712,Intel i7,16.0,512,12.5,830.3456293489571,Windows 11,2.13,2023
Microsoft,Model_3481,AMD Ryzen 7,32.0,1024,14.5,326.9533198628121,Linux,1.61,2023
HP,Model_1556,Apple M1,64.0,1024,15.5,1937.893292950229,Windows 10,2.1,2023
Asus,Model_7299,AMD Ryzen 7,16.0,2048,15.8,1115.0805570217663,macOS,2.09,2021
Asus,Model_1582,AMD Ryzen 5,64.0,2048,17.2,1701.7854734366688,Windows 10,2.07,2022
Apple,Model_5994,Apple M1,32.0,1024,15.4,1162.616554619827,macOS,1.63,2024
Microsoft,Model_4034,Intel i7,8.0,256,17.2,1064.7605787086964,Windows 11,1.71,2021
Asus,Model_4641,Intel i5,16.0,256,15.6,572.9659328402018,windows 10,1.99,2023
Microsoft,Model_6883,Intel i7,16.0,256,15.9,1461.3262174915617,Windows 11,2.57,2018
Razer,Model_1967,Intel i5,16.0,2048,14.8,1485.0348033535686,macOS,1.83,2024
Razer,Model_6873,Apple M1,32.0,256,15.3,940.5632871345297,Windows 11,1.99,2021
Acer,Model_450,Intel i7,32.0,512,18.6,1761.9218207742088,Linux,1.76,2023
Microsoft,Model_5087,AMD Ryzen 5,8.0,1024,15.1,871.0998881333467,Windows 11,1.4,2018
Asus,Model_3789,Intel i9,64.0,2048,16.0,1478.8903564930638,Linux,2.21,2024
Acer,Model_1015,Intel i5,8.0,256,14.7,1783.670539070433,macOS,2.19,2018
Razer,Model_2044,Intel i7,32.0,0TB,15.8,1113.9266253967285,Windows 11,2.31,2023
Razer,Model_9372,AMD Ryzen 7,8.0,1024,17.5,1040.274651787966,macOS,1.22,2022
Razer,Model_9440,AMD Ryzen 5,8.0,2048,15.7,982.9875056654545,macOS,1.34,2021
Microsoft,Model_9389,Intel i9,,512,14.4,1532.047707466035,Windows 11,0.42,2018
Lenovo,Model_7207,Intel i5,32.0,256,15.6,1146.6427353932727,Linux,1.67,2020
Razer,Model_8928,Intel i7,32.0,2048,17.0,1560.8326636422821,Linux,1.67,2020
Asus,Model_6788,Intel i7,,2048,14.8,1502.9674199121282,Mac OS,1.89,2019
Dell,Model_6371,AMD Ryzen 7,,2048,16.1,850.0436216881579,macOS,2.2,2021
Asus,Model_7245,AMD Ryzen 7,16.0,1024,14.9,1777.574705479025,windows 10,1.76,2021
Asus,Model_8276,Intel i9,8.0,1024,16.6,1435.521309558927,Windows 11,2.61,2024
Lenovo,Model_9295,Intel i7,64.0,1024,16.6,1501.0857383291611,Windows 11,1.23,2019
Microsoft,Model_2149,Intel i7,32.0,2048,18.1,$1148.72,Windows 10,1.39,2018
Acer,Model_8809,Intel i9,8.0,1024,17.2,1126.7691579297311,Windows 10,1.71,2020
Microsoft,Model_3500,Intel i9,,1024,15.1 inches,1004.1591773855496,macOS,2.35,2021
Asus,Model_9446,Intel i7,8.0,2048,16.2,1409.3868914604457,macOS,1.74,2023
Apple,Model_7719,Intel i9,,256,17.6,1096.1177975019807,Windows 11,2.35,2023
Apple,Model_3601,Intel i5,16.0,512,15.9,970.798052288099,Windows 11,2.38,2021
Razer,Model_4770,Intel i5,64.0,2048,13.6,937.5632076297143,Windows 10,1.57,2023
Microsoft,Model_5190,Intel i7,16.0,2048,14.2,1088.4362167141228,Windows 10,1.98,2022
Apple,Model_2873,AMD Ryzen 7,64.0,256,18.5,981.2650842821653,macOS,2.07,2021
Asus,Model_2351,Apple M1,8.0,256,15.6,1129.763905322175,macOS,1.98,2021
Microsoft,Model_4343,Intel i7,16.0,512,16.1,1377.4247308700096,Windows 11,1.8,2023
HP,Model_1411,Intel i5,64.0,256,15.2,1440.7591382492317,Windows 11,1.87,2023
HP,Model_4024,Intel i7,32.0,256,12.5,817.9885848114377,Linux,1.26,2024
Apple,Model_8598,Intel i9,32.0,512,14.9,1579.7770702252851,Mac OS,1.57,2019
Microsoft,Model_7793,Intel i5,64.0,256,17.7,1434.9449350938737,Windows 11,2.18,2022
HP,Model_3506,AMD Ryzen 5,64.0,256,15.8,1094.759846059853,Windows 11,2.43,2019
Lenovo,Model_4241,AMD Ryzen 5,16.0,256,16.1,1455.920035176852,Linux,2.42,2018
HP,Model_1606,Intel i9,32.0,1024,18.4,1020.7643444292491,Windows 10,1.9,2021
Microsoft,Model_9593,Apple M1,32.0,2048,15.7,906.6738086811126,Windows 11,1.75,2024
Lenovo,Model_2157,Apple M1,32.0,256,17.4,999.6435417557914,Linux,1.25,2023
HP,Model_863,AMD Ryzen 5,8.0,2048,14.9 inches,1701.6141797260566,Linux,1.17,2019
Acer,Model_2887,AMD Ryzen 7,8.0,2048,16.8,504.5735289106615,Linux,1.28,2021
Razer,Model_1595,Intel i5,8.0,256,16.1,1937.164385206761,macOS,1.89,2020
Asus,Model_9314,Intel i7,8.0,2048,15.0,1935.3903760514295,Linux,1.68,2020
Microsoft,Model_6158,Apple M1,32.0,2048,13.1,887.0096295611056,Windows 11,1.2,2023
Asus,Model_7080,AMD Ryzen 5,64.0,1024,13.0,1158.1204484658838,macOS,1.42,2019
Asus,Model_1192,Intel i7,8.0,1024,16.7,913.5635717613254,Linux,2.26,2022
Lenovo,Model_4567,Apple M1,32.0,2048,14.8,1670.5221287073628,Windows 10,1.35,2021
Acer,Model_8508,Intel i9,16.0,2048,14.4,1116.8275436382196,Windows 10,2.21,2019
Acer,Model_1943,Apple M1,8.0,256,17.8 inches,1538.4446226788896,Windows 11,1.15,2024
Dell,Model_1636,AMD Ryzen 7,32.0,256,14.5 inches,1072.1441797964944,Windows 10,1.06,2020
Asus,Model_6054,Intel i9,16.0,1024,17.7,1407.900671135764,Linux,1.28,2019
Acer,Model_7099,AMD Ryzen 7,32.0,2TB,18.0,1232.9944333614865,Linux,1.41,2022
HP,Model_1072,Apple M1,8.0,1TB,16.7,1409.149607941879,Linux,1.15,2020
Dell,Model_2342,Apple M1,8.0,1024,15.6,1285.615177888517,macOS,2.1,2023
Razer,Model_18,Apple M1,64.0,512,14.6,1130.8734485466618,Windows 10,1.87,2023
Apple,Model_7042,Intel i7,32.0,1024,13.4,683.1771107908996,Linux,1.14,2023
Lenovo,Model_8077,Apple M1,64.0,1024,15.5,1237.321813915905,macOS,2.82,2022
Microsoft,Model_9541,Intel i7,64.0,256,15.6,1512.887484959573,Windows 10,,2018
Lenovo,Model_5895,Intel i5,64.0,1TB,15.2,1134.3665721512257,macOS,1.32,2019
Apple,Model_918,Apple M1,8.0,512,17.9,1488.7783105740086,Windows 10,2.04,2023
Acer,Model_5873,Intel i9,32.0,512,13.9,739.8445663531033,Windows 10,2.2,2019
Acer,Model_8272,Intel i9,64.0,256,17.5,,Windows 10,1.83,2021
Asus,Model_941,Intel i7,32.0,512,14.3,1489.400867617507,Windows 10,2.56,2019
Razer,Model_5721,Intel i9,16.0,1024,17.6,1147.4099292182002,Linux,1.12,2022
Razer,Model_5139,AMD Ryzen 5,64.0,1024,14.8,949.8478194957488,Mac OS,0.52,2022
Lenovo,Model_40,Intel i7,8.0,2048,14.4,1140.628449419741,Linux,1.6,2024
Razer,Model_8194,Intel i5,,512,15.7,1273.8554321405802,Windows 10,1.89,2020
Apple,Model_9853,Apple M1,64.0,512,15.4,,Windows 10,2.03,2021
Acer,Model_8650,Intel i9,N/A,256,14.9,1228.0771484534293,Linux,2.35,2022
HP,Model_2521,Intel i9,64.0,2048,14.3,1011.7869841395107,Windows 11,1.56,2018
Asus,Model_592,AMD Ryzen 7,8.0,1024,15.7,880.3881103844473,Windows 11,1.7,2023
Microsoft,Model_7866,Intel i7,8.0,512,16.1,1012.750496397931,Windows 10,2.58,1995
Asus,Model_2577,Intel i5,,2048,14.9,1444.4333310378208,Windows 11,0.65,2020
Microsoft,Model_313,Intel i5,16.0,2048,16.9,757.9395069455848,Windows 10,1.36,2021
Lenovo,Model_2162,Intel i9,8.0,1024,13.9,1397.7091575895797,Windows 11,1.5,2021
Lenovo,Model_6400,Intel i7,8.0,512,13.6,834.6192147488256,Linux,1.85,2020
Lenovo,Model_9279,Apple M1,32.0,2048,16.6,1605.0136064252897,Linux,2.91,2021
Apple,Model_5350,Intel i5,64.0,256,13.5,$630.49,macOS,1.57,2022
Asus,Model_2008,Intel i7,8.0,0TB,16.3,978.3588265160762,Windows 10,1.96,2023
Asus,Model_5312,Apple M1,16.0,2048,14.3,,Windows 10,2.02,2021
Apple,Model_2613,Apple M1,64.0,256,18.8,1095.0413244075085,macOS,1.89,2021
HP,Model_2025,AMD Ryzen 7,,256,13.7,1277.3306475202419,Linux,1.51,2023
Microsoft,Model_2516,Apple M1,32.0,512,17.2,$842.51,macOS,1.53,2021
Acer,Model_2964,AMD Ryzen 5,64.0,2048,14.8,1433.4599364734831,Linux,2.03,2022
Razer,Model_4085,AMD Ryzen 5,8.0,256,15.6,2063.663235606693,Windows 10,1.28,2023
Razer,Model_2861,Intel i9,32.0,256,17.0,$953.49,Windows 10,1.17,2021
Acer,Model_4172,Intel i5,,2048,15.4,1383.2052564579226,Linux,2.5,2020
Apple,Model_3285,Apple M1,8.0,256,14.4,1238.420174858851,Linux,-0.07,2020
Lenovo,Model_2498,Intel i5,64.0,2048,13.0,1744.8425550645566,Windows 11,2.39,2020
Apple,Model_2609,Intel i7,32.0,1024,16.1,,Windows 11,1.86,2019
Microsoft,Model_5677,Intel i9,8.0,1024,17.0,1571.3725221078848,Windows 10,1.88,2022
Microsoft,Model_7455,AMD Ryzen 5,16.0,1024,14.9,1038.444489508687,Windows 11,1.93,2021
HP,Model_9766,AMD Ryzen 7,32.0,1024,13.3,1009.6434398312492,Windows 11,2.56,2021
HP,Model_4667,Intel i7,16.0,2048,12.7,1780.6987689273233,Windows 10,2.61,2019
Dell,Model_2911,Intel i5,16.0,2048,16.6,2164.101274093314,Windows 10,1.6,2023
HP,Model_7823,AMD Ryzen 7,64.0,512,15.9,1100.1793550415136,Windows 11,1.83,2018
Apple,Model_9480,Intel i7,N/A,256,17.3,1547.5873064454458,Mac OS,2.0,2022
Apple,Model_997,Intel i9,8.0,2048,15.4,1165.0310744520418,Windows 11,1.79,2018
HP,Model_4158,Apple M1,,1024,14.7,1451.5914716076106,Windows 10,1.68,2024
Lenovo,Model_5845,AMD Ryzen 7,64.0,512,17.6,1386.9323290770176,Linux,1.74,2022
Razer,Model_1341,Apple M1,64.0,256,17.8,1309.3015533548485,Windows 11,1.49,2020
Apple,Model_5598,Intel i5,,1024,15.4,1746.2559300291005,Windows 10,1.37,2020
Microsoft,Model_5866,AMD Ryzen 7,8.0,1024,16.0,1066.5086544415178,Windows 10,1.57,2023
Asus,Model_5244,Intel i5,16.0,1024,16.2,$1605.88,Linux,1.9,2019
Asus,Model_6570,Intel i7,8.0,2048,14.5,1477.8279693097538,Linux,1.46,2019
Microsoft,Model_2755,Intel i7,64.0,2048,14.7,1070.486667897685,Windows 10,2.03,2021
Microsoft,Model_1426,Intel i7,64.0,2048,15.3,1191.8514168388333,Windows 11,2.21,2018
Acer,Model_5823,AMD Ryzen 5,8.0,2TB,14.7,1011.3899076379748,Windows 11,2.01,2020
Apple,Model_3583,Intel i5,16.0,512,17.6 inches,1701.8835833035757,Linux,1.66,2023
Acer,Model_6056,Intel i5,32.0,256,14.5,1239.4317555890873,Linux,2.09,2018
Lenovo,Model_1661,Intel i9,16.0,512,14.9,1561.66716584585,Windows 10,1.66,2022
Lenovo,Model_7355,AMD Ryzen 5,32.0,512,15.1,418.3533582275056,Windows 10,1.76,2023
Razer,Model_9553,Intel i5,32.0,512,13.8 inches,998.3739241058653,Windows 11,2.19,2024
HP,Model_1960,Intel i9,64.0,256,14.7,729.4648747039803,macOS,1.18,2021
HP,Model_3701,Apple M1,64.0,256,16.3 inches,1544.5786760208052,Windows 11,1.92,2021
Acer,Model_5247,Intel i9,32.0,1024,14.3,1235.885434096842,macOS,1.7,2020
Apple,Model_6760,Intel i5,32.0,512,16.6,1065.2649353399402,Windows 11,1.83,2024
Asus,Model_1394,Intel i7,64.0,2048,15.9,425.60783871406966,Windows 10,2.56,2024
Asus,Model_5731,Intel i9,16.0,512,16.5,1353.0496496116236,Windows 11,2.07,2021
Asus,Model_7924,AMD Ryzen 5,32.0,2048,15.6,1424.0722378567998,Windows 10,1.78,2018
Microsoft,Model_945,Apple M1,16.0,512,14.0,997.8708870325927,macOS,1.29,2021
Asus,Model_9038,AMD Ryzen 7,8.0,1024,19.0,1338.738641273141,macOS,2.06,2023
Microsoft,Model_5934,Intel i7,64.0,256,14.9,1639.0791481437461,Windows 11,2.32,2020
Asus,Model_489,Apple M1,8.0,256,15.6,1708.6836370883068,macOS,2.05,2023
Asus,Model_8030,Intel i9,8.0,2048,15.6,854.5039317113158,Windows 10,0.93,2019
Asus,Model_8357,Intel i5,32.0,256,16.0,$873.15,Windows 11,1.12,2022
Asus,Model_8920,,32.0,256,15.5,914.5008245966035,Windows 11,1.91,2024
Dell,Model_3307,Intel i9,64.0,2048,15.7,1455.4197770544592,Windows 11,2.33,2024
Asus,Model_3193,AMD Ryzen 7,32.0,256,16.8,798.268188232224,Linux,2.3,2023
Acer,Model_8028,AMD Ryzen 7,32.0,256,16.3,1623.3792210646568,Linux,2.03,2022
Lenovo,Model_4091,Intel i9,32.0,512,15.1,$1069.52,Windows 11,1.15,2021
HP,Model_698,Apple M1,16.0,512,15.2,$701.49,Windows 10,2.33,2022
Apple,Model_5707,AMD Ryzen 7,16.0,512,13.7,1654.6995491064067,Linux,2.0,2023
Asus,Model_5960,Intel i9,64.0,512,14.6,1665.510522464501,Windows 11,1.77,2019
Razer,Model_3959,Intel i9,32.0,256,14.0,238.79539152898383,Windows 11,1.72,2022
Lenovo,Model_2673,AMD Ryzen 5,16.0,512,19.3,1215.9173806562023,Linux,1.51,2020
HP,Model_992,Intel i5,8.0,512,13.6,1679.4825695141792,Windows 11,1.57,2024
Acer,Model_822,Apple M1,8.0,1024,16.0,706.8148405514435,Windows 10,2.3,2022
Lenovo,Model_3477,AMD Ryzen 5,16.0,256,15.6,$455.83,Windows 11,0.79,2018
Acer,Model_3646,AMD Ryzen 5,16.0,2048,17.7,596.6069576221395,macOS,1.42,2019
HP,Model_7863,Intel i7,32.0,2048,15.8 inches,1377.5853774466264,Linux,1.56,2021
Dell,Model_5393,AMD Ryzen 5,,2048,17.2,548.0472622597259,Windows 11,1.14,2023
Apple,Model_6052,Intel i7,,1024,17.4,1003.3047840528831,Windows 11,1.51,2024
Dell,Model_5678,AMD Ryzen 7,64.0,1024,13.5,858.4389186780754,Linux,1.8,2019
Asus,Model_3663,AMD Ryzen 7,64.0,1024,12.0,822.6417450707708,macOS,1.53,2023
Acer,Model_5382,AMD Ryzen 5,32.0,1024,15.7,1711.0503016677972,Linux,2.07,2021
,Model_5816,AMD Ryzen 7,16.0,2048,16.2,876.4178288688422,Windows 11,0.36,2024
